id,created_at,text
959486066846785537,2018-02-02 17:57:59,"b'RT @baspaternotte: Bizar, D66-minister Kajsa Ollongren babbelt vrijdag gezellig met Oekra\xc3\xafne over nepnieuws nadat Oekra\xc3\xafense NGO Nederlands\xe2\x80\xa6'"
959479352810463234,2018-02-02 17:31:18,b'RT @politiek_tk: @d66amsterdam D66 is een lifestyle van verwende mensen die denken dat zij en zij alleen de allesomvattende waarheid in pac\xe2\x80\xa6'
959434672513208322,2018-02-02 14:33:46,b'@FVDamsterdam @thierrybaudet @RvDantzig  https://t.co/qVHbnVXBaD'
959364794720636928,2018-02-02 09:56:05,b'@RVeelo @KajsaOllongren @EUvsDisinfo  https://t.co/C7AwjisDiy'
959329633174016000,2018-02-02 07:36:22,"b""RT @PrisonPlanet: It's always particularly funny when they eat their own. \n\nLike Mika only just realized he makes shit up about people to s\xe2\x80\xa6"""
959317489724268544,2018-02-02 06:48:07,b'@bpschut  https://t.co/P80rZrZ7is'
959317302012358658,2018-02-02 06:47:22,b'RT @j_i_1900: Dat de @nos niks meldt over uitgelekte #geheimedeal1963 zal wel weer puur toeval zijn toch.......#sodm'
959316881273323520,2018-02-02 06:45:42,"b""RT @seven__: LOL, ene NRC pagina 'Liever geen Marokkaan of Turk, \nvolgende pagina  'Liever geen Nederlander' https://t.co/PKheeTIMgS"""
959315480807800832,2018-02-02 06:40:08,b'RT @arnoldkarskens: Geen oorlog? Dan maken we er een! Het asielbeleid van Europa -pappen &amp; nathouden-  is al jaren te ziek voor woorden. Me\xe2\x80\xa6'
959164265864335360,2018-02-01 20:39:16,"b""RT @JoostNiemoller: Op zo'n moment dringt de verwoestende werking van de bewust opgewekte #MeToo storm pas echt door: Dit prachtige schilde\xe2\x80\xa6"""
959164130560303105,2018-02-01 20:38:43,"b'RT @Percolator_HNJ: @DianaMeijer1 @Mirjam152 De #VVD bestaat uit een zooitje immorele opportunistische alles weglachende carri\xc3\xa8repolitici,\xe2\x80\xa6'"
959163788183392257,2018-02-01 20:37:22,b'@mennodebruyne @Martinbosma_pvv  https://t.co/v6D2QS3BW8'
959140839489458182,2018-02-01 19:06:10,"b""RT @Percolator_HNJ: Wat ben je dan voor een perverse kloothommel, als je om 'de relatie te verbeteren' met een islamofascistisch regime als\xe2\x80\xa6"""
959136357464539136,2018-02-01 18:48:22,b'@TPOnl Godwinnen is alleen aan grote denkers als Frans Timmermans en Guy Verhofstadt voorbehouden.'
959134021883170817,2018-02-01 18:39:05,b'@TPOnl Dit lijkt me vrij makkelijk te omzeilen. Gewoon een stromannetje inzetten.\n\n#papierentijger'
959112639396933633,2018-02-01 17:14:07,b'@thierrybaudet  https://t.co/HXsYNkjbg7'
959112307321303040,2018-02-01 17:12:48,b'RT @ndubbelboer: Rechtszaak bij de Raad van State net afgelopen: morgen om 14.00 uur uitspraak. Geeft RvS @KajsaOllongren tik op de vingers\xe2\x80\xa6'
959111539084201985,2018-02-01 17:09:45,b'@thierrybaudet  https://t.co/Hs6Jv5m0nU'
959095024964308992,2018-02-01 16:04:07,b'@RTLnieuws Nu nog een verbod op buitenlandse paspoorten.'
959058309729964032,2018-02-01 13:38:14,b'RT @RVeelo: Demonstreren met extremisten. Column: https://t.co/QQppJeNQHI https://t.co/uDBHzJ6kNy'
958968008789168128,2018-02-01 07:39:24,b'RT @Lauren_Southern: TRAILER: #Farmlands \nhttps://t.co/A1UOYnyo6f https://t.co/I1TSe5q5ve'
958953704153124865,2018-02-01 06:42:34,"b'RT @Thijs__Vos: Toch wel ironisch dat voorstanders van #kiesdrempel en verbod #zetelroof vaak dwepen met democratie, terwijl ze juist de #d\xe2\x80\xa6'"
958953270847909888,2018-02-01 06:40:50,b'@RemkoTheulings @jndkgrf  https://t.co/KSPUpNI6SC'
958815295530991616,2018-01-31 21:32:35,"b'@TPOnl Amsterdam, het toonbeeld van een open, tolerante en inclusieve samenleving.'"
958763384610140160,2018-01-31 18:06:18,b'RT @TPOnl: De elite haat het volk https://t.co/SCQmHQn53Y'
958585429137207299,2018-01-31 06:19:10,b'@wierdduk  https://t.co/cnzfK3hfoF'
958465727463395332,2018-01-30 22:23:31,b'@RTLnieuws Fail66'
958392971413606400,2018-01-30 17:34:25,"b'RT @OnlineMagazin: \xf0\x9f\x86\x98\xe2\x80\xbc\xf0\x9f\xa4\xac\xf0\x9f\x94\xa5 #Sweden: This happens when a young woman in Malm\xc3\xb6 goes to the nightclub, she is touched by a usual suspect at the b\xe2\x80\xa6'"
958392183228420096,2018-01-30 17:31:17,b'RT @Lauren_Southern: \xf0\x9f\xa4\x94 https://t.co/nWAic2Mptw'
958392127184162816,2018-01-30 17:31:03,"b'RT @koningsveld: Wel anoniem bij de NOS klagen over de grote verdwijntruc van minister @SigridKaag, maar de kans om haar verantwoording af\xe2\x80\xa6'"
958307813209624576,2018-01-30 11:56:01,"b'RT @Else4Weekblad: Hoe incestueuze talkshows de kijker manipuleren, lees hier de column van @GeertenWaling  https://t.co/grIKJtakhK https:/\xe2\x80\xa6'"
958258410578939906,2018-01-30 08:39:43,"b'@RVeelo Dit is dus nepnieuws over eerder vermeend nepnieuws, dat toch geen nepnieuws bleek te zijn.\n\nEn die organis\xe2\x80\xa6 https://t.co/t1S8WfBYbG'"
958085581921284096,2018-01-29 21:12:57,b'@Esther_Voet @bpschut @PartijvdDieren @SPnl @groenlinks @PvdA @LodewijkA Je nu nog terugtrekken is toch ook niet ge\xe2\x80\xa6 https://t.co/vRcvZJ0kdh'
958034064124076032,2018-01-29 17:48:14,"b'@bpschut Hoe ging dat Belgische spreekwoord alweer? Als je met \xc3\xa9\xc3\xa9n vinger naar een ander wijst, wijzen 3 naar jezelf.'"
958033027141197824,2018-01-29 17:44:07,"b'RT @bpschut: Sowieso, de hyperblanke Rutger Groot Wassink en Marjolein Moorman die Annabel Nanninga met haar Indisch roots en Yernaz Ramaut\xe2\x80\xa6'"
958032944999927810,2018-01-29 17:43:48,b'RT @harmbeertema: Hoe moet het onderwijs dan flexibeler worden? Door alweer een onderwijsvernieuwing? Er is maar \xc3\xa9\xc3\xa9n oplossing: alle manage\xe2\x80\xa6'
958029551690571777,2018-01-29 17:30:19,b'@Ver_Hogescholen @Thdegraaf Idd een ontzettend belangrijke stap. Hebben jullie het diversiteitsprotocol al ondertekend?'
958028358759145475,2018-01-29 17:25:34,b'RT @JoopSoesan: Zowaar wat @fbarend zegt . Zogenaamde anti-racisten zijn verenigd in haat tegen Isra\xc3\xabl . En waar was van Aartsen na aanslag\xe2\x80\xa6'
958024473906745345,2018-01-29 17:10:08,"b""RT @bpschut: Vraagje voor de @SPnl's: hoe kan het zijn dat jullie in Amsterdam voor de Koerden van #Afrin demonstreren, maar straks in diez\xe2\x80\xa6"""
957853279882539008,2018-01-29 05:49:52,b'@RTLnieuws STOP DE PERSEN!!!'
957731436974526471,2018-01-28 21:45:43,b'@Else4Weekblad Wij krijgen straks ongetwijfeld de rekening gepresenteerd. Benieuwd hoe politiek en MSM dat dan gaan spinnen.'
957730422187872258,2018-01-28 21:41:41,b'@arnoldkarskens @mariannethieme Ze hadden enige aansporing nodig om tot deze beslissing te komen.\n\nToch bedenkelijk.'
957729233337384960,2018-01-28 21:36:57,"b""RT @djeppink: En ARD lid EU expert groep tegen 'nep nieuws' geleid door mevrouw Cock van Buningen.  https://t.co/9LcJ8Mx2bN"""
957728324201132032,2018-01-28 21:33:20,b'@HuubBellemakers @PvdDAmsterdam Huub heeft een punt. Als je in eerste instantie geen bezwaar zag in de aanmelding v\xe2\x80\xa6 https://t.co/GdyiTcxIVO'
957725426478206983,2018-01-28 21:21:50,b'@TonElias @GeertenWaling Maak je niet dik Ton.'
957708091516170240,2018-01-28 20:12:57,"b'@Johnasvlammeren Deze redenatie klopt natuurlijk van geen kanten. Als u er werkelijk zo over denkt, had u zich \xc3\xbcber\xe2\x80\xa6 https://t.co/92yZN33wD2'"
